Cod Siruta,Localitate,Partid majoritar
172947,Scundu,PSD
172992,Sinesti,PSD
173061,Slatioara,PSD
173132,Stanesti,PNL
173230,Stoenesti,PNL
173374,Stoilesti,PSD
173533,Stroesti,PSD
173597,Sutesti,PNL
173686,Sirineasa,PSD
173748,Stefanesti,PSD
173793,Susani,PNL
173855,Tetoiu,PSD
173935,Tomsani,PSD
174021,Vaideeni,PSD
174085,Valea Mare,PSD
174156,Vladesti,PSD
174218,Voicesti,PNL
174254,Voineasa,PSD
174290,Zatreni,PSD
174496,Titesti,PNL
174502,Diculesti,PNL
174511,Lacusteni,PSD
174520,Mitrofani,PSD
174744,Municipiul Focsani,PNL
174780,Campineanca,PSD
174824,Golesti,PSD
174860,Municipiul Adjud,PNL
174922,Oras Marasesti,PSD
175019,Oras Odobesti,PSD
175055,Oras Panciu,PSD
175126,Andreiasu De Jos,PNL
175206,Balesti,PMP
175224,Barsesti,PNL
175260,Boghesti,PSD
175368,Bolotesti,PNL
175439,Bordesti,PNL
175466,Brosteni,PNL
175509,Chiojdeni,PNL
175590,Ciorasti,PNL
175670,Campuri,PSD
175732,Carligele,PSD
175787,Corbita,PSD
175885,Cotesti,PSD
175938,Dumbraveni,PSD
175983,Dumitresti,PNL
176150,Fitionesti,PSD
176212,Garoafa,PNL
176301,Gugesti,PSD
176338,Gura Calitei,PNL
176445,Homocea,PNL
176506,Jaristea,PNL
176551,Jitia,PSD
176613,Maicanesti,PNL
176686,Mera,PSD
176748,Milcovul,PSD
176793,Movilita,PSD
176855,Nanesti,PSD
176891,Naruja,PSD
176944,Nereju,PNL
177003,Nistoresti,PSD
177101,Paltin,PSD
177236,Paunesti,PNL
177263,Poiana Cristei,PSD
177352,Pufesti,AUR
177405,Racoasa,PSD
177469,Reghiu,PSD
177557,Ruginesti,PSD
177600,Sihlea,PSD
177655,Slobozia Bradului,PNL
177726,Slobozia Ciorasti,PSD
177762,Soveja,PNL
177799,Straoane,PSD
177842,Suraia,PNL
177879,Tanasoaia,PSD
177986,Tataranu,PSD
178046,Tamboesti,PNL
178117,Tulnici,PNL
178180,Tifesti,PNL
178279,Urechesti,PNL
178313,Valea Sarii,PSD
178377,Vidra,PSD
178475,Vintileasca,PSD
178545,Vizantea-Livezi,PNL
178607,Vanatori,PSD
178689,Vartescoiu,PSD
178750,Vrancioaia,PSD
178821,Vulturu,PSD
178885,Negrilesti,PSD
178894,Ploscuteni,PSD
178901,Popesti,PSD
178910,Paulesti,PSD
178929,Biliesti,PNL
178938,Gologanu,PSD
178947,Obrejita,PSD
178956,Rastoaca,PNL
178965,Spulber,PNL
179132,Municipiul Bucuresti,USR_PLUS
179221,Oras Bragadiru,USR_PLUS
179249,Chiajna,USR_PLUS
179285,Oras Chitila,PNL
179310,Dobroesti,PSD
179347,Glina,PNL
179383,Jilava,PSD
179409,Oras Magurele,PNL
179463,Mogosoaia,PNL
179481,Oras Otopeni,PNL
179515,Oras Pantelimon,PNL
179533,Oras Popesti Leordeni,USR_PLUS
179551,Oras Voluntari,PSD
179588,Copaceni,PNL
179604,Poienile Izei,USR_PLUS
179613,Sieu,PSD
179622,Grosii Tiblesului,PNL
179631,Treznea,PSD
179640,Vulcana-Pandele,PSD
179659,Negrilesti,PNL
179677,Camin,UDMR
179686,Dumitrita,PNL
179695,Simisna,PSD
179702,Traian,PSD
179711,Vladeni,PSD
179720,Poiana Ilvei,PSD
179739,Malu,PNL
179748,Cosoba,PNL
179757,Herasti,PNL
179766,Isvoarele,PSD
179775,Sabareni,PNL
179784,Boranesti,PNL
179793,Buesti,PSD
179800,Maia,PRO_ROMANIA
179819,Ograda,PSD
179828,Rosiori,PSD
179837,Coas,PMP
179846,Coltau,UDMR
179855,Gardani,PSD
179864,Oncesti,PSD
179873,Agris,UDMR
179882,Ciumesti,UDMR
179891,Raciu,PSD
179908,Pietrari,PSD
179917,Rau Alb,PSD
179926,Rascaeti,PNL
179935,Persinari,PSD
179944,Runcu Salvei,PNL
179953,Ciceu- Mihaiesti,PNL
179962,Galbinasi,PSD
179971,Colelia,PSD
179980,Marculesti,PSD
179999,Moldoveni,PSD
180000,Platonesti,PSD
180019,Sarateni,PNL
180028,Porumbesti,UDMR
180037,Boghis,UDMR
180046,Gura Ialomitei,PSD
180055,Crivat,PSD
180064,Barbulesti,PSD
180091,Racsa,PNL
